Season,Round,Date,Home Team,Away Team,Home Score,Away Score,Total Goals,Result
LaLiga 2023/2024,5,19/09/2024,Granada CF,Girona,2,4,6,Away Win
LaLiga 2023/2024,5,18/09/2024,Real Madrid,Real Sociedad,2,1,3,Home Win
LaLiga 2023/2024,5,18/09/2024,Sevilla,Las Palmas,1,0,1,Home Win
LaLiga 2023/2024,5,17/09/2024,Villarreal,Almeria,2,1,3,Home Win
LaLiga 2023/2024,5,17/09/2024,Getafe,Osasuna,3,2,5,Home Win
LaLiga 2023/2024,5,17/09/2024,Barcelona,Betis,5,0,5,Home Win
LaLiga 2023/2024,5,17/09/2024,Celta Vigo,Mallorca,0,1,1,Away Win
LaLiga 2023/2024,5,16/09/2024,Valencia,Atl. Madrid,3,0,3,Home Win
LaLiga 2023/2024,5,16/09/2024,Ath Bilbao,Cadiz CF,3,0,3,Home Win
LaLiga 2023/2024,5,16/09/2024,Rayo Vallecano,Alaves,2,0,2,Home Win
LaLiga 2023/2024,4,04/09/2024,Osasuna,Barcelona,1,2,3,Away Win
LaLiga 2023/2024,4,03/09/2024,Mallorca,Ath Bilbao,0,0,0,Draw
LaLiga 2023/2024,4,03/09/2024,Girona,Las Palmas,1,0,1,Home Win
LaLiga 2023/2024,4,03/09/2024,Betis,Rayo Vallecano,1,0,1,Home Win
LaLiga 2023/2024,4,03/09/2024,Alaves,Valencia,1,0,1,Home Win
LaLiga 2023/2024,4,02/09/2024,Real Madrid,Getafe,2,1,3,Home Win
LaLiga 2023/2024,4,02/09/2024,Real Sociedad,Granada CF,5,3,8,Home Win
LaLiga 2023/2024,4,02/09/2024,Almeria,Celta Vigo,2,3,5,Away Win
LaLiga 2023/2024,4,02/09/2024,Cadiz CF,Villarreal,3,1,4,Home Win
LaLiga 2023/2024,3,29/08/2024,Rayo Vallecano,Atl. Madrid,0,7,7,Away Win
LaLiga 2023/2024,3,29/08/2024,Getafe,Alaves,1,0,1,Home Win
LaLiga 2023/2024,3,28/08/2024,Ath Bilbao,Betis,4,2,6,Home Win
LaLiga 2023/2024,3,28/08/2024,Valencia,Osasuna,1,2,3,Away Win
LaLiga 2023/2024,3,27/08/2024,Villarreal,Barcelona,3,4,7,Away Win
LaLiga 2023/2024,3,27/08/2024,Sevilla,Girona,1,2,3,Away Win
LaLiga 2023/2024,3,27/08/2024,Granada CF,Mallorca,3,2,5,Home Win
LaLiga 2023/2024,3,27/08/2024,Cadiz CF,Almeria,1,1,2,Draw
LaLiga 2023/2024,3,26/08/2024,Celta Vigo,Real Madrid,0,1,1,Away Win
LaLiga 2023/2024,3,26/08/2024,Las Palmas,Real Sociedad,0,0,0,Draw
LaLiga 2023/2024,2,22/08/2024,Granada CF,Rayo Vallecano,0,2,2,Away Win
LaLiga 2023/2024,2,22/08/2024,Alaves,Sevilla,4,3,7,Home Win
LaLiga 2023/2024,2,21/08/2024,Betis,Atl. Madrid,0,0,0,Draw
LaLiga 2023/2024,2,21/08/2024,Barcelona,Cadiz CF,2,0,2,Home Win
LaLiga 2023/2024,2,21/08/2024,Girona,Getafe,3,0,3,Home Win
LaLiga 2023/2024,2,20/08/2024,Osasuna,Ath Bilbao,0,2,2,Away Win
LaLiga 2023/2024,2,20/08/2024,Almeria,Real Madrid,1,3,4,Away Win
LaLiga 2023/2024,2,19/08/2024,Real Sociedad,Celta Vigo,1,1,2,Draw
LaLiga 2023/2024,2,19/08/2024,Valencia,Las Palmas,1,0,1,Home Win
LaLiga 2023/2024,2,19/08/2024,Mallorca,Villarreal,0,1,1,Away Win
LaLiga 2023/2024,1,15/08/2024,Atl. Madrid,Granada CF,3,1,4,Home Win
LaLiga 2023/2024,1,15/08/2024,Cadiz CF,Alaves,1,0,1,Home Win
LaLiga 2023/2024,1,14/08/2024,Getafe,Barcelona,0,0,0,Draw
LaLiga 2023/2024,1,14/08/2024,Villarreal,Betis,1,2,3,Away Win
LaLiga 2023/2024,1,13/08/2024,Celta Vigo,Osasuna,0,2,2,Away Win
LaLiga 2023/2024,1,13/08/2024,Ath Bilbao,Real Madrid,0,2,2,Away Win
LaLiga 2023/2024,1,13/08/2024,Las Palmas,Mallorca,1,1,2,Draw
LaLiga 2023/2024,1,12/08/2024,Real Sociedad,Girona,1,1,2,Draw
LaLiga 2023/2024,1,12/08/2024,Sevilla,Valencia,1,2,3,Away Win
LaLiga 2023/2024,1,12/08/2024,Almeria,Rayo Vallecano,0,2,2,Away Win
LaLiga 2022/2023,38,05/06/2022,Betis,Valencia,1,1,2,Draw
LaLiga 2022/2023,38,05/06/2022,Celta Vigo,Barcelona,2,1,3,Home Win
LaLiga 2022/2023,38,05/06/2022,Elche,Cadiz CF,1,1,2,Draw
LaLiga 2022/2023,38,05/06/2022,Espanyol,Almeria,3,3,6,Draw
LaLiga 2022/2023,38,05/06/2022,Valladolid,Getafe,0,0,0,Draw
LaLiga 2022/2023,38,05/06/2022,Mallorca,Rayo Vallecano,3,0,3,Home Win
LaLiga 2022/2023,38,05/06/2022,Osasuna,Girona,2,1,3,Home Win
LaLiga 2022/2023,38,05/06/2022,Real Madrid,Ath Bilbao,1,1,2,Draw
LaLiga 2022/2023,38,05/06/2022,Real Sociedad,Sevilla,2,1,3,Home Win
LaLiga 2022/2023,38,05/06/2022,Villarreal,Atl. Madrid,2,2,4,Draw
LaLiga 2022/2023,37,29/05/2022,Almeria,Valladolid,0,0,0,Draw
LaLiga 2022/2023,37,29/05/2022,Ath Bilbao,Elche,0,1,1,Away Win
LaLiga 2022/2023,37,29/05/2022,Atl. Madrid,Real Sociedad,2,1,3,Home Win
LaLiga 2022/2023,37,29/05/2022,Barcelona,Mallorca,3,0,3,Home Win
LaLiga 2022/2023,37,29/05/2022,Cadiz CF,Celta Vigo,1,0,1,Home Win
LaLiga 2022/2023,37,29/05/2022,Getafe,Osasuna,2,1,3,Home Win
LaLiga 2022/2023,37,29/05/2022,Girona,Betis,1,2,3,Away Win
LaLiga 2022/2023,37,29/05/2022,Rayo Vallecano,Villarreal,2,1,3,Home Win
LaLiga 2022/2023,37,29/05/2022,Valencia,Espanyol,2,2,4,Draw
LaLiga 2022/2023,37,28/05/2022,Sevilla,Real Madrid,1,2,3,Away Win
LaLiga 2022/2023,36,26/05/2022,Osasuna,Ath Bilbao,2,0,2,Home Win
LaLiga 2022/2023,36,26/05/2022,Mallorca,Valencia,1,0,1,Home Win
LaLiga 2022/2023,36,25/05/2022,Betis,Getafe,0,1,1,Away Win
LaLiga 2022/2023,36,25/05/2022,Espanyol,Atl. Madrid,3,3,6,Draw
LaLiga 2022/2023,36,25/05/2022,Elche,Sevilla,1,1,2,Draw
LaLiga 2022/2023,36,25/05/2022,Real Madrid,Rayo Vallecano,2,1,3,Home Win
LaLiga 2022/2023,36,25/05/2022,Villarreal,Cadiz CF,2,0,2,Home Win
LaLiga 2022/2023,36,24/05/2022,Valladolid,Barcelona,3,1,4,Home Win
LaLiga 2022/2023,36,24/05/2022,Celta Vigo,Girona,1,1,2,Draw
LaLiga 2022/2023,36,24/05/2022,Real Sociedad,Almeria,1,0,1,Home Win
LaLiga 2022/2023,35,22/05/2022,Sevilla,Betis,0,0,0,Draw
LaLiga 2022/2023,35,22/05/2022,Valencia,Real Madrid,1,0,1,Home Win
LaLiga 2022/2023,35,21/05/2022,Atl. Madrid,Osasuna,3,0,3,Home Win
LaLiga 2022/2023,35,21/05/2022,Rayo Vallecano,Espanyol,1,2,3,Away Win
LaLiga 2022/2023,35,21/05/2022,Barcelona,Real Sociedad,1,2,3,Away Win
LaLiga 2022/2023,35,21/05/2022,Almeria,Mallorca,3,0,3,Home Win
LaLiga 2022/2023,35,21/05/2022,Getafe,Elche,1,1,2,Draw
LaLiga 2022/2023,35,20/05/2022,Ath Bilbao,Celta Vigo,2,1,3,Home Win
LaLiga 2022/2023,35,20/05/2022,Girona,Villarreal,1,2,3,Away Win
LaLiga 2022/2023,35,20/05/2022,Cadiz CF,Valladolid,2,0,2,Home Win
LaLiga 2022/2023,34,16/05/2022,Betis,Rayo Vallecano,3,1,4,Home Win
LaLiga 2022/2023,34,15/05/2022,Espanyol,Barcelona,2,4,6,Away Win
LaLiga 2022/2023,34,15/05/2022,Valladolid,Sevilla,0,3,3,Away Win
LaLiga 2022/2023,34,14/05/2022,Elche,Atl. Madrid,1,0,1,Home Win
LaLiga 2022/2023,34,14/05/2022,Celta Vigo,Valencia,1,2,3,Away Win
LaLiga 2022/2023,34,14/05/2022,Real Madrid,Getafe,1,0,1,Home Win
LaLiga 2022/2023,34,14/05/2022,Villarreal,Ath Bilbao,5,1,6,Home Win
LaLiga 2022/2023,34,13/05/2022,Osasuna,Almeria,3,1,4,Home Win
LaLiga 2022/2023,34,13/05/2022,Real Sociedad,Girona,2,2,4,Draw
LaLiga 2022/2023,34,13/05/2022,Mallorca,Cadiz CF,1,0,1,Home Win
LaLiga 2022/2023,33,05/05/2022,Ath Bilbao,Betis,0,1,1,Away Win
LaLiga 2022/2023,33,05/05/2022,Rayo Vallecano,Valladolid,2,1,3,Home Win
LaLiga 2022/2023,33,05/05/2022,Girona,Mallorca,2,1,3,Home Win
LaLiga 2022/2023,33,05/05/2022,Sevilla,Espanyol,3,2,5,Home Win
LaLiga 2022/2023,33,04/05/2022,Atl. Madrid,Cadiz CF,5,1,6,Home Win
LaLiga 2022/2023,33,04/05/2022,Getafe,Celta Vigo,1,0,1,Home Win
LaLiga 2022/2023,33,04/05/2022,Valencia,Villarreal,1,1,2,Draw
LaLiga 2022/2023,33,03/05/2022,Real Sociedad,Real Madrid,2,0,2,Home Win
LaLiga 2022/2023,33,03/05/2022,Almeria,Elche,2,1,3,Home Win
LaLiga 2022/2023,33,03/05/2022,Barcelona,Osasuna,1,0,1,Home Win
LaLiga 2022/2023,32,02/05/2022,Sevilla,Girona,0,2,2,Away Win
LaLiga 2022/2023,32,02/05/2022,Mallorca,Ath Bilbao,1,1,2,Draw
LaLiga 2022/2023,32,01/05/2022,Valladolid,Atl. Madrid,2,5,7,Away Win
LaLiga 2022/2023,32,01/05/2022,Espanyol,Getafe,1,0,1,Home Win
LaLiga 2022/2023,32,30/04/2022,Villarreal,Celta Vigo,3,1,4,Home Win
LaLiga 2022/2023,32,30/04/2022,Cadiz CF,Valencia,2,1,3,Home Win
LaLiga 2022/2023,32,30/04/2022,Barcelona,Betis,4,0,4,Home Win
LaLiga 2022/2023,32,30/04/2022,Real Madrid,Almeria,4,2,6,Home Win
LaLiga 2022/2023,32,29/04/2022,Elche,Rayo Vallecano,4,0,4,Home Win
LaLiga 2022/2023,32,29/04/2022,Osasuna,Real Sociedad,0,2,2,Away Win
LaLiga 2022/2023,31,28/04/2022,Ath Bilbao,Sevilla,0,1,1,Away Win
LaLiga 2022/2023,31,28/04/2022,Valencia,Valladolid,2,1,3,Home Win
LaLiga 2022/2023,31,28/04/2022,Villarreal,Espanyol,4,2,6,Home Win
LaLiga 2022/2023,31,27/04/2022,Celta Vigo,Elche,1,0,1,Home Win
LaLiga 2022/2023,31,27/04/2022,Rayo Vallecano,Barcelona,2,1,3,Home Win
LaLiga 2022/2023,31,27/04/2022,Atl. Madrid,Mallorca,3,1,4,Home Win
LaLiga 2022/2023,31,27/04/2022,Getafe,Almeria,1,2,3,Away Win
LaLiga 2022/2023,31,26/04/2022,Betis,Real Sociedad,0,0,0,Draw
LaLiga 2022/2023,31,26/04/2022,Cadiz CF,Osasuna,0,1,1,Away Win
LaLiga 2022/2023,31,26/04/2022,Girona,Real Madrid,4,2,6,Home Win
LaLiga 2022/2023,30,24/04/2022,Sevilla,Villarreal,2,1,3,Home Win
LaLiga 2022/2023,30,24/04/2022,Mallorca,Getafe,3,1,4,Home Win
LaLiga 2022/2023,30,23/04/2022,Barcelona,Atl. Madrid,1,0,1,Home Win
LaLiga 2022/2023,30,23/04/2022,Elche,Valencia,0,2,2,Away Win
LaLiga 2022/2023,30,23/04/2022,Real Madrid,Celta Vigo,2,0,2,Home Win
LaLiga 2022/2023,30,23/04/2022,Real Sociedad,Rayo Vallecano,2,1,3,Home Win
LaLiga 2022/2023,30,23/04/2022,Valladolid,Girona,1,0,1,Home Win
LaLiga 2022/2023,30,22/04/2022,Almeria,Ath Bilbao,1,2,3,Away Win
LaLiga 2022/2023,30,22/04/2022,Osasuna,Betis,3,2,5,Home Win
LaLiga 2022/2023,30,22/04/2022,Espanyol,Cadiz CF,0,0,0,Draw
LaLiga 2022/2023,29,18/04/2022,Celta Vigo,Mallorca,0,1,1,Away Win
LaLiga 2022/2023,29,17/04/2022,Valencia,Sevilla,0,2,2,Away Win
LaLiga 2022/2023,29,17/04/2022,Atl. Madrid,Almeria,2,1,3,Home Win
LaLiga 2022/2023,29,16/04/2022,Getafe,Barcelona,0,0,0,Draw
LaLiga 2022/2023,29,16/04/2022,Girona,Elche,2,0,2,Home Win
LaLiga 2022/2023,29,16/04/2022,Cadiz CF,Real Madrid,0,2,2,Away Win
LaLiga 2022/2023,29,16/04/2022,Betis,Espanyol,3,1,4,Home Win
LaLiga 2022/2023,29,15/04/2022,Ath Bilbao,Real Sociedad,2,0,2,Home Win
LaLiga 2022/2023,29,15/04/2022,Villarreal,Valladolid,1,2,3,Away Win
LaLiga 2022/2023,29,15/04/2022,Rayo Vallecano,Osasuna,2,1,3,Home Win
LaLiga 2022/2023,28,11/04/2022,Barcelona,Girona,0,0,0,Draw
LaLiga 2022/2023,28,10/04/2022,Rayo Vallecano,Atl. Madrid,1,2,3,Away Win
LaLiga 2022/2023,28,10/04/2022,Almeria,Valencia,2,1,3,Home Win
LaLiga 2022/2023,28,09/04/2022,Betis,Cadiz CF,0,2,2,Away Win
LaLiga 2022/2023,28,09/04/2022,Valladolid,Mallorca,3,3,6,Draw
LaLiga 2022/2023,28,09/04/2022,Real Madrid,Villarreal,2,3,5,Away Win
LaLiga 2022/2023,28,09/04/2022,Real Sociedad,Getafe,2,0,2,Home Win
LaLiga 2022/2023,28,08/04/2022,Espanyol,Ath Bilbao,1,2,3,Away Win
LaLiga 2022/2023,28,08/04/2022,Osasuna,Elche,2,1,3,Home Win
LaLiga 2022/2023,28,08/04/2022,Sevilla,Celta Vigo,2,2,4,Draw
LaLiga 2022/2023,27,04/04/2022,Valencia,Rayo Vallecano,1,1,2,Draw
LaLiga 2022/2023,27,03/04/2022,Atl. Madrid,Betis,1,0,1,Home Win
LaLiga 2022/2023,27,03/04/2022,Villarreal,Real Sociedad,2,0,2,Home Win
LaLiga 2022/2023,27,02/04/2022,Real Madrid,Valladolid,6,0,6,Home Win
LaLiga 2022/2023,27,02/04/2022,Celta Vigo,Almeria,2,2,4,Draw
LaLiga 2022/2023,27,02/04/2022,Elche,Barcelona,0,4,4,Away Win
LaLiga 2022/2023,27,02/04/2022,Cadiz CF,Sevilla,0,2,2,Away Win
LaLiga 2022/2023,27,01/04/2022,Ath Bilbao,Getafe,0,0,0,Draw
LaLiga 2022/2023,27,01/04/2022,Girona,Espanyol,2,1,3,Home Win
LaLiga 2022/2023,27,01/04/2022,Mallorca,Osasuna,0,0,0,Draw
LaLiga 2022/2023,26,20/03/2022,Barcelona,Real Madrid,2,1,3,Home Win
LaLiga 2022/2023,26,20/03/2022,Getafe,Sevilla,2,0,2,Home Win
LaLiga 2022/2023,26,19/03/2022,Osasuna,Villarreal,0,3,3,Away Win
LaLiga 2022/2023,26,19/03/2022,Real Sociedad,Elche,2,0,2,Home Win
LaLiga 2022/2023,26,19/03/2022,Betis,Mallorca,1,0,1,Home Win
LaLiga 2022/2023,26,19/03/2022,Atl. Madrid,Valencia,3,0,3,Home Win
LaLiga 2022/2023,26,19/03/2022,Espanyol,Celta Vigo,1,3,4,Away Win
LaLiga 2022/2023,26,18/03/2022,Rayo Vallecano,Girona,2,2,4,Draw
LaLiga 2022/2023,26,18/03/2022,Almeria,Cadiz CF,1,1,2,Draw
LaLiga 2022/2023,26,18/03/2022,Valladolid,Ath Bilbao,1,3,4,Away Win
LaLiga 2022/2023,25,14/03/2022,Girona,Atl. Madrid,0,1,1,Away Win
LaLiga 2022/2023,25,13/03/2022,Ath Bilbao,Barcelona,0,1,1,Away Win
LaLiga 2022/2023,25,13/03/2022,Villarreal,Betis,1,1,2,Draw
LaLiga 2022/2023,25,12/03/2022,Sevilla,Almeria,2,1,3,Home Win
LaLiga 2022/2023,25,12/03/2022,Mallorca,Real Sociedad,1,1,2,Draw
LaLiga 2022/2023,25,12/03/2022,Valencia,Osasuna,1,0,1,Home Win
LaLiga 2022/2023,25,12/03/2022,Celta Vigo,Rayo Vallecano,3,0,3,Home Win
LaLiga 2022/2023,25,11/03/2022,Elche,Valladolid,1,1,2,Draw
LaLiga 2022/2023,25,11/03/2022,Real Madrid,Espanyol,3,1,4,Home Win
LaLiga 2022/2023,25,11/03/2022,Cadiz CF,Getafe,2,2,4,Draw
LaLiga 2022/2023,24,07/03/2022,Osasuna,Celta Vigo,0,0,0,Draw
LaLiga 2022/2023,24,06/03/2022,Betis,Real Madrid,0,0,0,Draw
LaLiga 2022/2023,24,06/03/2022,Rayo Vallecano,Ath Bilbao,0,0,0,Draw
LaLiga 2022/2023,24,05/03/2022,Barcelona,Valencia,1,0,1,Home Win
LaLiga 2022/2023,24,05/03/2022,Valladolid,Espanyol,2,1,3,Home Win
LaLiga 2022/2023,24,05/03/2022,Atl. Madrid,Sevilla,6,1,7,Home Win
LaLiga 2022/2023,24,05/03/2022,Mallorca,Elche,0,1,1,Away Win
LaLiga 2022/2023,24,04/03/2022,Almeria,Villarreal,0,2,2,Away Win
LaLiga 2022/2023,24,04/03/2022,Getafe,Girona,3,2,5,Home Win
LaLiga 2022/2023,24,04/03/2022,Real Sociedad,Cadiz CF,0,0,0,Draw
LaLiga 2022/2023,23,28/02/2022,Villarreal,Getafe,2,1,3,Home Win
LaLiga 2022/2023,23,27/02/2022,Sevilla,Osasuna,2,3,5,Away Win
LaLiga 2022/2023,23,27/02/2022,Almeria,Barcelona,1,0,1,Home Win
LaLiga 2022/2023,23,26/02/2022,Celta Vigo,Valladolid,3,0,3,Home Win
LaLiga 2022/2023,23,26/02/2022,Ath Bilbao,Girona,2,3,5,Away Win
LaLiga 2022/2023,23,26/02/2022,Valencia,Real Sociedad,1,0,1,Home Win
LaLiga 2022/2023,23,26/02/2022,Real Madrid,Atl. Madrid,1,1,2,Draw
LaLiga 2022/2023,23,25/02/2022,Cadiz CF,Rayo Vallecano,1,0,1,Home Win
LaLiga 2022/2023,23,25/02/2022,Espanyol,Mallorca,2,1,3,Home Win
LaLiga 2022/2023,23,25/02/2022,Elche,Betis,2,3,5,Away Win
LaLiga 2022/2023,22,21/02/2022,Getafe,Valencia,1,0,1,Home Win
LaLiga 2022/2023,22,20/02/2022,Barcelona,Cadiz CF,2,0,2,Home Win
LaLiga 2022/2023,22,20/02/2022,Atl. Madrid,Ath Bilbao,1,0,1,Home Win
LaLiga 2022/2023,22,19/02/2022,Rayo Vallecano,Sevilla,1,1,2,Draw
LaLiga 2022/2023,22,19/02/2022,Elche,Espanyol,0,1,1,Away Win
LaLiga 2022/2023,22,19/02/2022,Osasuna,Real Madrid,0,2,2,Away Win
LaLiga 2022/2023,22,19/02/2022,Mallorca,Villarreal,4,2,6,Home Win
LaLiga 2022/2023,22,18/02/2022,Betis,Valladolid,2,1,3,Home Win
LaLiga 2022/2023,22,18/02/2022,Real Sociedad,Celta Vigo,1,1,2,Draw
LaLiga 2022/2023,22,18/02/2022,Girona,Almeria,6,2,8,Home Win
LaLiga 2022/2023,21,16/02/2022,Real Madrid,Elche,4,0,4,Home Win
LaLiga 2022/2023,21,14/02/2022,Espanyol,Real Sociedad,2,3,5,Away Win
LaLiga 2022/2023,21,13/02/2022,Villarreal,Barcelona,0,1,1,Away Win
LaLiga 2022/2023,21,13/02/2022,Valladolid,Osasuna,0,0,0,Draw
LaLiga 2022/2023,21,12/02/2022,Celta Vigo,Atl. Madrid,0,1,1,Away Win
LaLiga 2022/2023,21,12/02/2022,Getafe,Rayo Vallecano,1,1,2,Draw
LaLiga 2022/2023,21,12/02/2022,Valencia,Ath Bilbao,1,2,3,Away Win
LaLiga 2022/2023,21,12/02/2022,Sevilla,Mallorca,2,0,2,Home Win
LaLiga 2022/2023,21,11/02/2022,Almeria,Betis,2,3,5,Away Win
LaLiga 2022/2023,21,11/02/2022,Cadiz CF,Girona,2,0,2,Home Win
LaLiga 2022/2023,20,07/02/2022,Rayo Vallecano,Almeria,2,0,2,Home Win
LaLiga 2022/2023,20,06/02/2022,Barcelona,Sevilla,3,0,3,Home Win
LaLiga 2022/2023,20,06/02/2022,Real Sociedad,Valladolid,0,1,1,Away Win
LaLiga 2022/2023,20,05/02/2022,Girona,Valencia,1,0,1,Home Win
LaLiga 2022/2023,20,05/02/2022,Mallorca,Real Madrid,1,0,1,Home Win
LaLiga 2022/2023,20,05/02/2022,Betis,Celta Vigo,3,4,7,Away Win
LaLiga 2022/2023,20,05/02/2022,Atl. Madrid,Getafe,1,1,2,Draw
LaLiga 2022/2023,20,04/02/2022,Elche,Villarreal,3,1,4,Home Win
LaLiga 2022/2023,20,04/02/2022,Espanyol,Osasuna,1,1,2,Draw
LaLiga 2022/2023,20,04/02/2022,Ath Bilbao,Cadiz CF,4,1,5,Home Win
LaLiga 2022/2023,17,03/02/2022,Real Madrid,Valencia,2,0,2,Home Win
LaLiga 2022/2023,17,02/02/2022,Betis,Barcelona,1,2,3,Away Win
LaLiga 2022/2023,19,31/01/2022,Villarreal,Rayo Vallecano,0,1,1,Away Win
LaLiga 2022/2023,19,30/01/2022,Real Madrid,Real Sociedad,0,0,0,Draw
LaLiga 2022/2023,19,30/01/2022,Celta Vigo,Ath Bilbao,1,0,1,Home Win
LaLiga 2022/2023,19,29/01/2022,Osasuna,Atl. Madrid,0,1,1,Away Win
LaLiga 2022/2023,19,29/01/2022,Valladolid,Valencia,1,0,1,Home Win
LaLiga 2022/2023,19,29/01/2022,Getafe,Betis,0,1,1,Away Win
LaLiga 2022/2023,19,29/01/2022,Sevilla,Elche,3,0,3,Home Win
LaLiga 2022/2023,19,28/01/2022,Girona,Barcelona,0,1,1,Away Win
LaLiga 2022/2023,19,28/01/2022,Cadiz CF,Mallorca,2,0,2,Home Win
LaLiga 2022/2023,19,28/01/2022,Almeria,Espanyol,3,1,4,Home Win
LaLiga 2022/2023,18,24/01/2022,Valencia,Almeria,2,2,4,Draw
LaLiga 2022/2023,18,23/01/2022,Ath Bilbao,Real Madrid,0,2,2,Away Win
LaLiga 2022/2023,18,23/01/2022,Barcelona,Getafe,1,0,1,Home Win
LaLiga 2022/2023,18,22/01/2022,Elche,Osasuna,1,1,2,Draw
LaLiga 2022/2023,18,22/01/2022,Villarreal,Girona,1,0,1,Home Win
LaLiga 2022/2023,18,22/01/2022,Sevilla,Cadiz CF,1,0,1,Home Win
LaLiga 2022/2023,18,22/01/2022,Atl. Madrid,Valladolid,3,0,3,Home Win
LaLiga 2022/2023,18,21/01/2022,Espanyol,Betis,1,0,1,Home Win
LaLiga 2022/2023,18,21/01/2022,Rayo Vallecano,Real Sociedad,0,2,2,Away Win
LaLiga 2022/2023,18,21/01/2022,Mallorca,Celta Vigo,1,0,1,Home Win
LaLiga 2022/2023,17,17/01/2022,Cadiz CF,Elche,1,1,2,Draw
LaLiga 2022/2023,17,15/01/2022,Almeria,Atl. Madrid,1,1,2,Draw
LaLiga 2022/2023,17,15/01/2022,Getafe,Espanyol,1,2,3,Away Win
LaLiga 2022/2023,17,15/01/2022,Real Sociedad,Ath Bilbao,3,1,4,Home Win
LaLiga 2022/2023,17,15/01/2022,Osasuna,Mallorca,1,0,1,Home Win
LaLiga 2022/2023,17,14/01/2022,Girona,Sevilla,2,1,3,Home Win
LaLiga 2022/2023,17,14/01/2022,Valladolid,Rayo Vallecano,0,1,1,Away Win
LaLiga 2022/2023,17,14/01/2022,Celta Vigo,Villarreal,1,1,2,Draw
LaLiga 2022/2023,16,10/01/2022,Ath Bilbao,Osasuna,0,0,0,Draw
LaLiga 2022/2023,16,09/01/2022,Atl. Madrid,Barcelona,0,1,1,Away Win
LaLiga 2022/2023,16,09/01/2022,Sevilla,Getafe,2,1,3,Home Win
LaLiga 2022/2023,16,08/01/2022,Rayo Vallecano,Betis,1,2,3,Away Win
LaLiga 2022/2023,16,08/01/2022,Almeria,Real Sociedad,0,2,2,Away Win
LaLiga 2022/2023,16,08/01/2022,Espanyol,Girona,2,2,4,Draw
LaLiga 2022/2023,16,08/01/2022,Mallorca,Valladolid,1,0,1,Home Win
LaLiga 2022/2023,16,07/01/2022,Villarreal,Real Madrid,2,1,3,Home Win
LaLiga 2022/2023,16,07/01/2022,Valencia,Cadiz CF,0,1,1,Away Win
LaLiga 2022/2023,16,07/01/2022,Elche,Celta Vigo,0,1,1,Away Win
LaLiga 2022/2023,15,31/12/2023,Real Sociedad,Osasuna,2,0,2,Home Win
LaLiga 2022/2023,15,31/12/2023,Villarreal,Valencia,2,1,3,Home Win
LaLiga 2022/2023,15,31/12/2023,Barcelona,Espanyol,1,1,2,Draw
LaLiga 2022/2023,15,31/12/2023,Valladolid,Real Madrid,0,2,2,Away Win
LaLiga 2022/2023,15,31/12/2023,Cadiz CF,Almeria,1,1,2,Draw
LaLiga 2022/2023,15,31/12/2023,Celta Vigo,Sevilla,1,1,2,Draw
LaLiga 2022/2023,15,31/12/2023,Getafe,Mallorca,2,0,2,Home Win
LaLiga 2022/2023,15,30/12/2023,Atl. Madrid,Elche,2,0,2,Home Win
LaLiga 2022/2023,15,30/12/2023,Betis,Ath Bilbao,0,0,0,Draw
LaLiga 2022/2023,15,30/12/2023,Girona,Rayo Vallecano,2,2,4,Draw
LaLiga 2022/2023,14,11/11/2023,Real Madrid,Cadiz CF,2,1,3,Home Win
LaLiga 2022/2023,14,11/11/2023,Valencia,Betis,3,0,3,Home Win
LaLiga 2022/2023,14,11/11/2023,Rayo Vallecano,Celta Vigo,0,0,0,Draw
LaLiga 2022/2023,14,10/11/2023,Mallorca,Atl. Madrid,1,0,1,Home Win
LaLiga 2022/2023,14,10/11/2023,Espanyol,Villarreal,0,1,1,Away Win
LaLiga 2022/2023,14,10/11/2023,Almeria,Getafe,1,0,1,Home Win
LaLiga 2022/2023,14,10/11/2023,Sevilla,Real Sociedad,1,2,3,Away Win
LaLiga 2022/2023,14,09/11/2023,Osasuna,Barcelona,1,2,3,Away Win
LaLiga 2022/2023,14,09/11/2023,Ath Bilbao,Valladolid,3,0,3,Home Win
LaLiga 2022/2023,14,09/11/2023,Elche,Girona,1,2,3,Away Win
LaLiga 2022/2023,13,08/11/2023,Rayo Vallecano,Real Madrid,3,2,5,Home Win
LaLiga 2022/2023,13,07/11/2023,Betis,Sevilla,1,1,2,Draw
LaLiga 2022/2023,13,07/11/2023,Villarreal,Mallorca,0,2,2,Away Win
LaLiga 2022/2023,13,06/11/2023,Real Sociedad,Valencia,1,1,2,Draw
LaLiga 2022/2023,13,06/11/2023,Atl. Madrid,Espanyol,1,1,2,Draw
LaLiga 2022/2023,13,06/11/2023,Barcelona,Almeria,2,0,2,Home Win
LaLiga 2022/2023,13,06/11/2023,Celta Vigo,Osasuna,1,2,3,Away Win
LaLiga 2022/2023,13,05/11/2023,Valladolid,Elche,2,1,3,Home Win
LaLiga 2022/2023,13,05/11/2023,Getafe,Cadiz CF,0,0,0,Draw
LaLiga 2022/2023,13,05/11/2023,Girona,Ath Bilbao,2,1,3,Home Win
LaLiga 2022/2023,12,01/11/2023,Elche,Getafe,0,1,1,Away Win
LaLiga 2022/2023,12,31/10/2023,Real Sociedad,Betis,0,2,2,Away Win
LaLiga 2022/2023,12,31/10/2023,Ath Bilbao,Villarreal,1,0,1,Home Win
LaLiga 2022/2023,12,30/10/2023,Real Madrid,Girona,1,1,2,Draw
